Order Date,Year,Month,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity
5/14/2022,2022,May,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,"5,88",3
5/14/2022,2022,May,Consumer,Los Angeles,California,West,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","1341,5",4
5/14/2022,2022,May,Corporate,Camarillo,California,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish","611,95",5
5/14/2022,2022,May,Corporate,Camarillo,California,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,"147,49",3
5/14/2022,2022,May,Corporate,Camarillo,California,West,Furniture,Chairs,Novimex Fabric Task Chair,"117,08",2
5/14/2022,2022,May,Corporate,Camarillo,California,West,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","866,82",3
5/15/2022,2022,May,Corporate,Roswell,Georgia,South,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,"21,53",3
5/15/2022,2022,May,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,"62,36",2
5/16/2022,2022,May,Home Office,Jacksonville,Florida,South,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,"307,16",4
5/17/2022,2022,May,Corporate,Houston,Texas,Central,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,"39,94",5
5/17/2022,2022,May,Corporate,Houston,Texas,Central,Office Supplies,Paper,Things To Do Today Pad,"16,91",3
5/17/2022,2022,May,Consumer,Long Beach,New York,East,Office Supplies,Labels,Self-Adhesive Removable Labels,"37,8",10
5/17/2022,2022,May,Consumer,Long Beach,New York,East,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","66,72",4
5/18/2022,2022,May,Corporate,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page","13,03",2
5/20/2022,2022,May,Consumer,Wilson,North Carolina,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""","195,76",4
5/20/2022,2022,May,Consumer,Wilson,North Carolina,South,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,"7,69",4
5/21/2022,2022,May,Consumer,Frankfort,Illinois,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,"24,92",8
5/21/2022,2022,May,Corporate,Seattle,Washington,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,"32,37",4
5/21/2022,2022,May,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","29,51",2
5/22/2022,2022,May,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 476,"9,91",2
5/22/2022,2022,May,Consumer,Los Angeles,California,West,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,"3567,98",7
5/22/2022,2022,May,Consumer,Los Angeles,California,West,Office Supplies,Storage,Pizazz Global Quick File,"125,75",7
5/22/2022,2022,May,Consumer,Los Angeles,California,West,Technology,Phones,Aastra 57i VoIP phone,"930,87",6
5/23/2022,2022,May,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,"224,03",3
5/23/2022,2022,May,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,"23,03",7
5/23/2022,2022,May,Consumer,Phoenix,Arizona,West,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,"146,15",4
5/23/2022,2022,May,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Storage,Advantus Rolling Storage Box,"61,74",3
5/23/2022,2022,May,Home Office,Detroit,Michigan,Central,Office Supplies,Appliances,Harmony Air Purifier,"1020,6",5
5/23/2022,2022,May,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,"90,4",9
5/24/2022,2022,May,Consumer,Naperville,Illinois,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy","723,18",7
5/24/2022,2022,May,Consumer,Naperville,Illinois,Central,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,"9,19",6
5/25/2022,2022,May,Consumer,Pueblo,Colorado,West,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,"1014,87",13
5/25/2022,2022,May,Home Office,San Francisco,California,West,Furniture,Furnishings,Ultra Door Push Plate,"17,68",3
5/25/2022,2022,May,Home Office,Wichita,Kansas,Central,Office Supplies,Art,SANFORD Major Accent Highlighters,"25,49",3
5/25/2022,2022,May,Home Office,Wichita,Kansas,Central,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,"153,55",2
5/25/2022,2022,May,Corporate,Columbia,Tennessee,South,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,"560,45",4
5/25/2022,2022,May,Corporate,Haltom City,Texas,Central,Office Supplies,Supplies,Fiskars Spring-Action Scissors,"26,84",2
5/25/2022,2022,May,Corporate,Haltom City,Texas,Central,Office Supplies,Paper,Xerox 1978,"38,84",7
5/25/2022,2022,May,Corporate,Haltom City,Texas,Central,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,"249,58",2
5/26/2022,2022,May,Home Office,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1991,"21,93",1
5/26/2022,2022,May,Home Office,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1937,"184,47",4
5/26/2022,2022,May,Home Office,Jacksonville,North Carolina,South,Office Supplies,Envelopes,Security-Tint Envelopes,"14,67",2
5/26/2022,2022,May,Home Office,Jacksonville,North Carolina,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"201,53",7
5/26/2022,2022,May,Consumer,Bellevue,Washington,West,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge","24,29",1
5/26/2022,2022,May,Consumer,San Antonio,Texas,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"126,82",1
5/26/2022,2022,May,Consumer,San Antonio,Texas,Central,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,"479,45",2
5/26/2022,2022,May,Consumer,San Antonio,Texas,Central,Furniture,Chairs,"Global Stack Chair with Arms, Black","125,92",5
5/28/2022,2022,May,Home Office,Seattle,Washington,West,Office Supplies,Art,Newell 311,"7,96",3
5/28/2022,2022,May,Consumer,Freeport,New York,East,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,"57,38",3
5/28/2022,2022,May,Consumer,Freeport,New York,East,Office Supplies,Labels,Avery 494,"15,66",5
5/28/2022,2022,May,Consumer,Rochester,New York,East,Technology,Phones,Panasonic Kx-TS550,"55,19",1
5/28/2022,2022,May,Consumer,Rochester,New York,East,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand","642,49",3
5/28/2022,2022,May,Consumer,Rochester,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","7,32",2
5/28/2022,2022,May,Consumer,Rochester,New York,East,Office Supplies,Paper,Xerox 219,"54,43",7
5/28/2022,2022,May,Consumer,Manchester,Connecticut,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,"19,49",1
5/28/2022,2022,May,Consumer,Manchester,Connecticut,East,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray","93,06",5
5/29/2022,2022,May,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1894,"38,88",5
5/29/2022,2022,May,Consumer,Seattle,Washington,West,Office Supplies,Storage,Standard Rollaway File with Lock,"648,68",3
5/29/2022,2022,May,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders","201,31",5
5/29/2022,2022,May,Corporate,Columbus,Ohio,East,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp","49,88",4
5/29/2022,2022,May,Corporate,Columbus,Ohio,East,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"380,47",3
5/29/2022,2022,May,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,Ideal Clamps,"9,65",5
5/29/2022,2022,May,Consumer,Indianapolis,Indiana,Central,Office Supplies,Labels,Avery 476,"14,87",3
5/29/2022,2022,May,Home Office,Cleveland,Ohio,East,Office Supplies,Paper,Easy-staple paper,"102,07",3
5/30/2022,2022,May,Consumer,New York City,New York,East,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,"287,96",3
5/30/2022,2022,May,Consumer,New York City,New York,East,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue","192,38",2
5/30/2022,2022,May,Consumer,New York City,New York,East,Technology,Phones,Plantronics MX500i Earset,"154,62",3
5/30/2022,2022,May,Home Office,Springfield,Virginia,South,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,"182,35",4
5/31/2022,2022,May,Corporate,San Jose,California,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,"70,06",7
5/31/2022,2022,May,Corporate,San Jose,California,West,Office Supplies,Paper,Xerox 1883,"126,62",4
5/31/2022,2022,May,Corporate,San Jose,California,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black","97,06",6
5/31/2022,2022,May,Home Office,Norwich,Connecticut,East,Furniture,Furnishings,3M Hangers With Command Adhesive,"26,64",6
5/31/2022,2022,May,Consumer,Orem,Utah,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,"1688,23",7
5/31/2022,2022,May,Consumer,Orem,Utah,West,Office Supplies,Labels,Self-Adhesive Removable Labels,"18,9",5
5/31/2022,2022,May,Consumer,Orem,Utah,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"387,72",2
5/31/2022,2022,May,Consumer,Minneapolis,Minnesota,Central,Furniture,Chairs,Hon Pagoda Stacking Chairs,"3081,41",8
5/31/2022,2022,May,Consumer,Fayetteville,North Carolina,South,Office Supplies,Art,Newell 347,"12,33",3
5/31/2022,2022,May,Home Office,Long Beach,New York,East,Office Supplies,Fasteners,Bagged Rubber Bands,"9,07",6
5/31/2022,2022,May,Corporate,Chicago,Illinois,Central,Office Supplies,Labels,Avery 501,"7,08",2
5/31/2022,2022,May,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1988,"208,19",7
5/31/2022,2022,May,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","61,87",2
5/31/2022,2022,May,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,Storex Dura Pro Binders,"4,28",3
5/31/2022,2022,May,Corporate,Paterson,New Jersey,East,Office Supplies,Paper,Xerox 1889,"329,76",5
5/31/2022,2022,May,Corporate,Paterson,New Jersey,East,Office Supplies,Storage,"Fellowes Mobile File Cart, Black","74,62",1
5/31/2022,2022,May,Corporate,Paterson,New Jersey,East,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,"9,94",2
6/1/2022,2022,June,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,Avery Poly Binder Pockets,"6,87",8
6/1/2022,2022,June,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,Xerox 1928,"50,69",10
6/1/2022,2022,June,Consumer,Detroit,Michigan,Central,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,"359,98",2
6/1/2022,2022,June,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,Catalog Binders with Expanding Posts,"484,42",6
6/1/2022,2022,June,Consumer,Detroit,Michigan,Central,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","50,28",2
6/1/2022,2022,June,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,Avery 491,"34,69",7
6/1/2022,2022,June,Home Office,Los Angeles,California,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","14,11",2
6/4/2022,2022,June,Consumer,Seattle,Washington,West,Office Supplies,Labels,Avery 501,"8,86",2
6/4/2022,2022,June,Consumer,Seattle,Washington,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","11,11",2
6/4/2022,2022,June,Home Office,New York City,New York,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","36,53",4
6/4/2022,2022,June,Home Office,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock","42,34",3
6/4/2022,2022,June,Consumer,Los Angeles,California,West,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,"143,98",2
6/4/2022,2022,June,Consumer,Los Angeles,California,West,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"1187,96",3
6/5/2022,2022,June,Corporate,Buffalo,New York,East,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,"1827,17",9
6/5/2022,2022,June,Corporate,Saint Charles,Missouri,Central,Office Supplies,Paper,Xerox 1981,"12,67",2
6/7/2022,2022,June,Corporate,Los Angeles,California,West,Office Supplies,Binders,3-ring staple pack,"9,02",5
6/7/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Aluminum Screw Posts,"21,97",4
6/7/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 200,"31,1",5
6/7/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,"9,62",3
6/8/2022,2022,June,Consumer,Chicago,Illinois,Central,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,"2,85",3
6/8/2022,2022,June,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,"171,75",2
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,Xerox 1951,"208,19",7
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"620,35",4
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","207,85",7
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Art,Newell 344,"5,34",2
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,"10,8",3
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,Xerox 1963,"50,69",10
6/8/2022,2022,June,Corporate,Saint Petersburg,Florida,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black","21,92",2
6/9/2022,2022,June,Home Office,Hampton,Virginia,South,Office Supplies,Binders,Vinyl Sectional Post Binders,"135,72",3
6/9/2022,2022,June,Consumer,Royal Oak,Michigan,Central,Office Supplies,Paper,Xerox 1995,"15,55",2
6/9/2022,2022,June,Consumer,Pocatello,Idaho,West,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,"426,43",4
6/9/2022,2022,June,Consumer,Pocatello,Idaho,West,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,"168,45",3
6/9/2022,2022,June,Consumer,Miami,Florida,South,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets","77,04",5
6/9/2022,2022,June,Consumer,Miami,Florida,South,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","46,22",3
6/9/2022,2022,June,Consumer,Miami,Florida,South,Technology,Accessories,Logitech Keyboard K120,"87,12",5
6/11/2022,2022,June,Consumer,Monroe,Louisiana,South,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,"64,44",6
6/11/2022,2022,June,Consumer,Monroe,Louisiana,South,Office Supplies,Binders,"SlimView Poly Binder, 3/8""","43,51",7
6/11/2022,2022,June,Consumer,Monroe,Louisiana,South,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","67,56",2
6/11/2022,2022,June,Consumer,Monroe,Louisiana,South,Office Supplies,Paper,Xerox 222,"38,88",5
6/11/2022,2022,June,Consumer,Monroe,Louisiana,South,Furniture,Furnishings,DAX Clear Channel Poster Frame,"34,99",2
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"1348,7",5
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Technology,Phones,Cisco SPA301,"299,5",2
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock","58,41",3
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","72,92",2
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,"94,32",5
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,"4,52",2
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"1243,95",2
6/11/2022,2022,June,Corporate,Lakeland,Florida,South,Office Supplies,Storage,Fellowes High-Stak Drawer Files,"676,57",4
6/12/2022,2022,June,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1997,"24,88",4
6/12/2022,2022,June,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,","51,96",2
6/12/2022,2022,June,Consumer,Newark,Delaware,East,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","35,88",5
6/12/2022,2022,June,Consumer,West Palm Beach,Florida,South,Technology,Phones,Speck Products Candyshell Flip Case,"67,18",2
6/12/2022,2022,June,Home Office,Columbus,Indiana,Central,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,"29,47",2
6/13/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Binders,Aluminum Screw Posts,"43,95",3
6/13/2022,2022,June,Corporate,Decatur,Alabama,South,Office Supplies,Art,Newell 31,"29,74",6
6/13/2022,2022,June,Corporate,Decatur,Alabama,South,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,"22,97",3
6/13/2022,2022,June,Corporate,Decatur,Alabama,South,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,"1079,96",3
6/13/2022,2022,June,Corporate,Decatur,Alabama,South,Office Supplies,Paper,Xerox 204,"38,88",5
6/13/2022,2022,June,Home Office,Lewiston,Maine,East,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""","9,91",2
6/13/2022,2022,June,Home Office,Lewiston,Maine,East,Office Supplies,Binders,Recycled Easel Ring Binders,"35,81",2
6/13/2022,2022,June,Home Office,Lewiston,Maine,East,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,"81,58",2
6/13/2022,2022,June,Corporate,Roswell,Georgia,South,Office Supplies,Paper,Xerox 202,"7,78",1
6/13/2022,2022,June,Home Office,Springfield,Ohio,East,Office Supplies,Art,Newell 320,"4,11",1
6/14/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry","61,29",6
6/15/2022,2022,June,Consumer,Gilbert,Arizona,West,Office Supplies,Paper,Xerox 1895,"11,48",2
6/15/2022,2022,June,Consumer,Gilbert,Arizona,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","98,84",2
6/15/2022,2022,June,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat","437,64",6
6/15/2022,2022,June,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size","48,31",4
6/15/2022,2022,June,Consumer,Tampa,Florida,South,Technology,Accessories,Belkin Standard 104 key USB Keyboard,"14,01",1
6/15/2022,2022,June,Corporate,Los Angeles,California,West,Technology,Phones,Jabra SPEAK 410,"270,69",3
6/16/2022,2022,June,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Peel & Seel Envelopes,"7,45",2
6/16/2022,2022,June,Consumer,Grand Prairie,Texas,Central,Office Supplies,Envelopes,Staple envelope,"34,5",3
6/16/2022,2022,June,Consumer,Grand Prairie,Texas,Central,Office Supplies,Paper,Xerox 188,"32,66",3
6/16/2022,2022,June,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"236,85",2
6/16/2022,2022,June,Consumer,New York City,New York,East,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"3660,45",3
6/16/2022,2022,June,Consumer,New York City,New York,East,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,"160,78",2
6/18/2022,2022,June,Home Office,Peoria,Arizona,West,Office Supplies,Paper,Xerox 1922,"14,34",3
6/18/2022,2022,June,Home Office,Peoria,Arizona,West,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,"5,44",7
6/18/2022,2022,June,Home Office,Peoria,Arizona,West,Office Supplies,Binders,Aluminum Screw Posts,"10,99",2
6/18/2022,2022,June,Home Office,Peoria,Arizona,West,Furniture,Furnishings,Flat Face Poster Frame,"90,43",5
6/18/2022,2022,June,Consumer,San Diego,California,West,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black","62,38",2
6/18/2022,2022,June,Corporate,Miami,Florida,South,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","16,36",4
6/18/2022,2022,June,Corporate,Smyrna,Tennessee,South,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,"7,35",3
6/18/2022,2022,June,Corporate,Smyrna,Tennessee,South,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","771,76",4
6/18/2022,2022,June,Corporate,Smyrna,Tennessee,South,Office Supplies,Paper,Xerox 21,"24,88",4
6/18/2022,2022,June,Consumer,Arlington,Virginia,South,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock","73,01",3
6/18/2022,2022,June,Consumer,Arlington,Virginia,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,"540,05",2
6/18/2022,2022,June,Consumer,Arlington,Virginia,South,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,"41,52",2
6/18/2022,2022,June,Consumer,Arlington,Virginia,South,Technology,Phones,Cisco SPA301,"561,56",3
6/18/2022,2022,June,Consumer,Arlington,Virginia,South,Office Supplies,Binders,JM Magazine Binder,"39,62",2
6/19/2022,2022,June,Consumer,Los Angeles,California,West,Furniture,Furnishings,Eldon 200 Class Desk Accessories,"15,07",2
6/19/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 231,"7,78",1
6/19/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,"224,03",3
6/19/2022,2022,June,Home Office,Dallas,Texas,Central,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front","6,95",2
6/19/2022,2022,June,Home Office,Houston,Texas,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,"274,7",5
6/19/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,"7,08",2
6/20/2022,2022,June,Corporate,San Francisco,California,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","309,17",6
6/20/2022,2022,June,Corporate,San Francisco,California,West,Technology,Phones,netTALK DUO VoIP Telephone Service,"151,17",3
6/20/2022,2022,June,Consumer,Aurora,Colorado,West,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,"151,13",7
6/20/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"383,98",2
6/21/2022,2022,June,Consumer,Deltona,Florida,South,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,"129,57",3
6/22/2022,2022,June,Consumer,Layton,Utah,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black","5,95",4
6/22/2022,2022,June,Home Office,Aurora,Illinois,Central,Furniture,Tables,Hon Rectangular Conference Tables,"955,71",7
6/22/2022,2022,June,Consumer,Rochester,New York,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"1461,08",2
6/23/2022,2022,June,Consumer,Olympia,Washington,West,Technology,Phones,Pyle PRT45 Retro Home Telephone,"241,88",4
6/23/2022,2022,June,Consumer,Long Beach,California,West,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural","261,1",2
6/23/2022,2022,June,Consumer,Long Beach,California,West,Office Supplies,Fasteners,Assorted Color Push Pins,"6,52",3
6/23/2022,2022,June,Consumer,Long Beach,California,West,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,"172,77",3
6/23/2022,2022,June,Corporate,East Point,Georgia,South,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke","32,9",3
6/23/2022,2022,June,Corporate,East Point,Georgia,South,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,"199,18",1
6/23/2022,2022,June,Corporate,East Point,Georgia,South,Technology,Accessories,Dell Slim USB Multimedia Keyboard,90,3
6/25/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 211,"37,32",6
6/25/2022,2022,June,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Industrial Shelving,"93,91",2
6/25/2022,2022,June,Consumer,San Francisco,California,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,"245,82",5
6/25/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Art,Staples in misc. colors,"25,15",2
6/25/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series","106,5",3
6/25/2022,2022,June,Consumer,Los Angeles,California,West,Office Supplies,Storage,Tennsco Regal Shelving Units,"365,08",3
6/25/2022,2022,June,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1884,"57,54",3
6/25/2022,2022,June,Consumer,Houston,Texas,Central,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","1,18",2
6/25/2022,2022,June,Consumer,Houston,Texas,Central,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","90,46",9
6/25/2022,2022,June,Consumer,Houston,Texas,Central,Office Supplies,Labels,Avery File Folder Labels,"5,53",2
6/26/2022,2022,June,Corporate,Taylor,Michigan,Central,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,"50,28",2
6/26/2022,2022,June,Consumer,Richmond,Virginia,South,Office Supplies,Binders,GBC VeloBinder Manual Binding System,"172,75",4
6/26/2022,2022,June,Consumer,Richmond,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue","18,5",1
